source_image,output_image,class_id,class_name,prompt,seed,accepted,reject_reason,dry_run,bbox_pixel_diff,background_pixel_diff,background_ssim,lpips,verification_passed,verification_fail_reason,mask_padding,inference_steps,label_count_original,label_count_output,label_sanity_ok,output_exists,output_size_matches,nontrivial_image
/content/data/processed_pilot/base/images/train/0add4b38f54f0cb7595483a8670a8fd7.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0add4b38f54f0cb7595483a8670a8fd7_uniform_c7_0014_s700056.jpg,7,Be200,"cloudy sky background, realistic atmosphere, aviation photography",700056,True,already_exists_verified,False,0.5129204392433167,11.198573112487793,0.8169121035792392,0.03924422711133957,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/0bd81c2333942ce37004f8b0c992aa10.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/rejected/0bd81c2333942ce37004f8b0c992aa10_uniform_c7_0015_s700057.jpg,7,Be200,"clear blue sky, sunlight, realistic aircraft photography",700057,False,verification_failed:background_unchanged,False,3.957496404647827,9.61913776397705,0.846968408102772,0.27430635690689087,False,background_unchanged,0.08,10,1,0,False,True,True,True
/content/data/processed_pilot/base/images/train/0e2bf9652a6bb839f66d4d0d55a54560.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0e2bf9652a6bb839f66d4d0d55a54560_uniform_c7_0016_s700058.jpg,7,Be200,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",700058,True,already_exists_verified,False,0.8115833401679993,16.815595626831055,0.7651190976498314,0.0874040499329567,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/0ee83af7501881d8ceec16164d1bfd45.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0ee83af7501881d8ceec16164d1bfd45_uniform_c7_0017_s700059.jpg,7,Be200,"realistic runway background, military airbase, natural lighting, aviation photography",700059,True,already_exists_verified,False,0.8344781994819641,19.119583129882812,0.5160729240838947,0.05032870173454285,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/0ffc781c553619a8a5c49f596b4cc1ee.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0ffc781c553619a8a5c49f596b4cc1ee_uniform_c7_0018_s700060.jpg,7,Be200,"cloudy sky background, realistic atmosphere, aviation photography",700060,True,already_exists_verified,False,0.6755136251449585,17.43446922302246,0.7593240948426835,0.35229846835136414,True,,0.08,10,2,2,True,True,True,True
/content/data/processed_pilot/base/images/train/13205f31e0fb785afac4f208dddf9a51.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/13205f31e0fb785afac4f208dddf9a51_uniform_c7_0019_s700061.jpg,7,Be200,"clear blue sky, sunlight, realistic aircraft photography",700061,True,already_exists_verified,False,0.42955708503723145,16.113615036010742,0.6309619406590539,0.08739515393972397,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/1471c3a29acf88360ffd7018b061dbd1.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1471c3a29acf88360ffd7018b061dbd1_uniform_c7_0020_s700062.jpg,7,Be200,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",700062,True,already_exists_verified,False,1.0741634368896484,19.498416900634766,0.6057757920671832,0.46473047137260437,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/1a90665e29449d2882fbfffb08f8bfb9.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/rejected/1a90665e29449d2882fbfffb08f8bfb9_uniform_c7_0021_s700063.jpg,7,Be200,"realistic runway background, military airbase, natural lighting, aviation photography",700063,False,verification_failed:background_unchanged,False,5.400733947753906,5.661928653717041,0.9862984721275949,0.060934651643037796,False,background_unchanged,0.08,10,1,0,False,True,True,True
/content/data/processed_pilot/base/images/train/1aa2def8c6fb309a9d0d6a1e2ae0b1e7.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1aa2def8c6fb309a9d0d6a1e2ae0b1e7_uniform_c7_0022_s700064.jpg,7,Be200,"cloudy sky background, realistic atmosphere, aviation photography",700064,True,already_exists_verified,False,1.054280400276184,10.06157398223877,0.8538169051755402,0.012589095160365105,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/1ac7a88fbf2517520099f443c230cfe2.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1ac7a88fbf2517520099f443c230cfe2_uniform_c7_0023_s700065.jpg,7,Be200,"clear blue sky, sunlight, realistic aircraft photography",700065,True,already_exists_verified,False,0.7727481722831726,20.190162658691406,0.616109339657974,0.45680850744247437,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/014313402292d8dbc688f9f1c50fa0ad.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/rejected/014313402292d8dbc688f9f1c50fa0ad_uniform_c2_0000_s200042.jpg,2,AG600,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",200042,False,verification_failed:background_unchanged,False,5.234952449798584,4.796902179718018,0.986535341154375,0.034675080329179764,False,background_unchanged,0.08,10,1,0,False,True,True,True
/content/data/processed_pilot/base/images/train/02603f28fc8e14b08dfff751d0257860.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/rejected/02603f28fc8e14b08dfff751d0257860_uniform_c2_0001_s200043.jpg,2,AG600,"realistic runway background, military airbase, natural lighting, aviation photography",200043,False,verification_failed:background_unchanged,False,7.0999040603637695,7.183187484741211,0.8545365964610222,0.06007752567529678,False,background_unchanged,0.08,10,1,0,False,True,True,True
/content/data/processed_pilot/base/images/train/069ca92d094c40a06ae406970e23e115.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/069ca92d094c40a06ae406970e23e115_uniform_c2_0002_s200044.jpg,2,AG600,"cloudy sky background, realistic atmosphere, aviation photography",200044,True,already_exists_verified,False,1.0263409614562988,17.900588989257812,0.5999814725835192,0.5308215022087097,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/0a13a49b1de78259ec8b646e9cb748d8.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0a13a49b1de78259ec8b646e9cb748d8_uniform_c2_0003_s200045.jpg,2,AG600,"clear blue sky, sunlight, realistic aircraft photography",200045,True,already_exists_verified,False,0.216060608625412,15.275859832763672,0.7989027230570365,0.028071079403162003,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/0a43582113c2f8f9a9f45fac4dc9c9e9.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0a43582113c2f8f9a9f45fac4dc9c9e9_uniform_c2_0004_s200046.jpg,2,AG600,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",200046,True,already_exists_verified,False,1.8746784925460815,13.289382934570312,0.4944521996906232,0.1214371994137764,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/0b484ab1e555f80c1f46c8b2350351e3.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/rejected/0b484ab1e555f80c1f46c8b2350351e3_uniform_c2_0005_s200047.jpg,2,AG600,"realistic runway background, military airbase, natural lighting, aviation photography",200047,False,verification_failed:background_unchanged,False,5.397914886474609,5.569477081298828,0.9647968865273117,0.04221097379922867,False,background_unchanged,0.08,10,1,0,False,True,True,True
/content/data/processed_pilot/base/images/train/0c84eefb0eded91310a0b2e4f4bac511.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0c84eefb0eded91310a0b2e4f4bac511_uniform_c2_0006_s200048.jpg,2,AG600,"cloudy sky background, realistic atmosphere, aviation photography",200048,True,already_exists_verified,False,0.5924288034439087,22.665523529052734,0.3708283352225194,0.010403124615550041,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/0cb13849bf51b225d1a4340a037f80b5.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0cb13849bf51b225d1a4340a037f80b5_uniform_c2_0007_s200049.jpg,2,AG600,"clear blue sky, sunlight, realistic aircraft photography",200049,True,already_exists_verified,False,0.5117731690406799,11.68852424621582,0.8229835015230128,0.17798787355422974,True,,0.08,10,2,2,True,True,True,True
/content/data/processed_pilot/base/images/train/0e39fea4972bc2b5eb93c9b21ff1d272.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0e39fea4972bc2b5eb93c9b21ff1d272_uniform_c2_0008_s200050.jpg,2,AG600,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",200050,True,already_exists_verified,False,0.40777653455734253,22.196544647216797,0.492326366899785,0.18151117861270905,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/0e3e2ff51f9f59a22776f66562bcb08d.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0e3e2ff51f9f59a22776f66562bcb08d_uniform_c2_0009_s200051.jpg,2,AG600,"realistic runway background, military airbase, natural lighting, aviation photography",200051,True,already_exists_verified,False,0.26000991463661194,11.3311128616333,0.7247528602934838,0.02927280031144619,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/0e8a90a8865410bf0531e8ee82cf477e.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0e8a90a8865410bf0531e8ee82cf477e_uniform_c2_0010_s200052.jpg,2,AG600,"cloudy sky background, realistic atmosphere, aviation photography",200052,True,already_exists_verified,False,0.5334199666976929,10.506510734558105,0.5933250155463363,0.1621527224779129,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/1304a2af0a831a96450699f51257a1f7.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/rejected/1304a2af0a831a96450699f51257a1f7_uniform_c2_0011_s200053.jpg,2,AG600,"clear blue sky, sunlight, realistic aircraft photography",200053,False,verification_failed:background_unchanged,False,3.225442886352539,7.7132439613342285,0.9287202840447413,0.019291745498776436,False,background_unchanged,0.08,10,1,0,False,True,True,True
/content/data/processed_pilot/base/images/train/1449ed1726c3f56fffe518244afcc828.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1449ed1726c3f56fffe518244afcc828_uniform_c2_0012_s200054.jpg,2,AG600,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",200054,True,already_exists_verified,False,0.08579977601766586,10.296954154968262,0.8656368272689448,0.1365753710269928,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/171f8d0c589550a8674104820239a79a.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/171f8d0c589550a8674104820239a79a_uniform_c2_0013_s200055.jpg,2,AG600,"realistic runway background, military airbase, natural lighting, aviation photography",200055,True,already_exists_verified,False,0.433801531791687,19.124130249023438,0.719723918357378,0.3156033754348755,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/19e1a2a35fcb5fe4af34b0f6e623e7ce.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/19e1a2a35fcb5fe4af34b0f6e623e7ce_uniform_c2_0014_s200056.jpg,2,AG600,"cloudy sky background, realistic atmosphere, aviation photography",200056,True,already_exists_verified,False,0.13967710733413696,13.011004447937012,0.8508446052678694,0.1884492039680481,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/1a7dff126f30e32e3ead89d0ab38d2bf.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1a7dff126f30e32e3ead89d0ab38d2bf_uniform_c2_0015_s200057.jpg,2,AG600,"clear blue sky, sunlight, realistic aircraft photography",200057,True,already_exists_verified,False,0.12470332533121109,18.85428237915039,0.7695710400903658,0.17708124220371246,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/1aaeacb70ebd76b24ee7a924d4904d53.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1aaeacb70ebd76b24ee7a924d4904d53_uniform_c2_0016_s200058.jpg,2,AG600,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",200058,True,already_exists_verified,False,0.09124840050935745,14.850318908691406,0.5884339532007061,0.35216718912124634,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/1be2302e3c64d03f0eb51eee2cc81e29.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1be2302e3c64d03f0eb51eee2cc81e29_uniform_c2_0017_s200059.jpg,2,AG600,"realistic runway background, military airbase, natural lighting, aviation photography",200059,True,already_exists_verified,False,0.27284038066864014,15.034141540527344,0.6760286808479063,0.31740880012512207,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/1fcb30a19f21865b02765fe028816039.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1fcb30a19f21865b02765fe028816039_uniform_c2_0018_s200060.jpg,2,AG600,"cloudy sky background, realistic atmosphere, aviation photography",200060,True,already_exists_verified,False,0.5052820444107056,15.950069427490234,0.7171302508340249,0.322316974401474,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/20eac838169d3e11b0de3bffb788f311.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/rejected/20eac838169d3e11b0de3bffb788f311_uniform_c2_0019_s200061.jpg,2,AG600,"clear blue sky, sunlight, realistic aircraft photography",200061,False,verification_failed:background_unchanged,False,6.31552267074585,9.272785186767578,0.8441846279382292,0.06445113569498062,False,background_unchanged,0.08,10,1,0,False,True,True,True
/content/data/processed_pilot/base/images/train/2151be7803242b291c6bfb1f4bf3422f.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/rejected/2151be7803242b291c6bfb1f4bf3422f_uniform_c2_0020_s200062.jpg,2,AG600,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",200062,False,verification_failed:background_unchanged,False,4.595534801483154,6.994697093963623,0.9902398238521289,0.023627884685993195,False,background_unchanged,0.08,10,1,0,False,True,True,True
/content/data/processed_pilot/base/images/train/2183dd0d06ae04b0b450edfa7a6b586a.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/2183dd0d06ae04b0b450edfa7a6b586a_uniform_c2_0021_s200063.jpg,2,AG600,"realistic runway background, military airbase, natural lighting, aviation photography",200063,True,already_exists_verified,False,0.9428874254226685,21.099668502807617,0.553160334960287,0.40404215455055237,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/21ccf26b0f54db5793896c2ee79d024e.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/21ccf26b0f54db5793896c2ee79d024e_uniform_c2_0022_s200064.jpg,2,AG600,"cloudy sky background, realistic atmosphere, aviation photography",200064,True,already_exists_verified,False,0.16287684440612793,10.438968658447266,0.7860062614037654,0.216156467795372,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/2405877c974ebcc279b0234e6181ae50.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/2405877c974ebcc279b0234e6181ae50_uniform_c2_0023_s200065.jpg,2,AG600,"clear blue sky, sunlight, realistic aircraft photography",200065,True,already_exists_verified,False,0.2567630410194397,10.776180267333984,0.8586636304502372,0.2984223961830139,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/00ea3b9658576d41ec570bd558e81fe4.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/00ea3b9658576d41ec570bd558e81fe4_uniform_c13_0000_s1300042.jpg,13,E7,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",1300042,True,already_exists_verified,False,0.1837380975484848,11.815929412841797,0.7080556936768369,0.13310673832893372,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/06dfca9d58c81975c587ae5240449e4e.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/06dfca9d58c81975c587ae5240449e4e_uniform_c13_0001_s1300043.jpg,13,E7,"realistic runway background, military airbase, natural lighting, aviation photography",1300043,True,already_exists_verified,False,0.10540521144866943,28.284130096435547,0.6573412150542363,0.30714988708496094,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/06e1a045924708851620c1366b0e813a.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/06e1a045924708851620c1366b0e813a_uniform_c13_0002_s1300044.jpg,13,E7,"cloudy sky background, realistic atmosphere, aviation photography",1300044,True,already_exists_verified,False,0.2814294099807739,49.65365219116211,0.39939361395575945,0.5994424819946289,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/0e0e72c6072ca0eaeb8ea6e95af0c63c.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/rejected/0e0e72c6072ca0eaeb8ea6e95af0c63c_uniform_c13_0003_s1300045.jpg,13,E7,"clear blue sky, sunlight, realistic aircraft photography",1300045,False,verification_failed:background_unchanged,False,6.872162342071533,3.744452476501465,0.981954014899884,0.02796234004199505,False,background_unchanged,0.08,10,1,0,False,True,True,True
/content/data/processed_pilot/base/images/train/0f7ebf920a66f19a58b55f62a1c3f988.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0f7ebf920a66f19a58b55f62a1c3f988_uniform_c13_0004_s1300046.jpg,13,E7,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",1300046,True,already_exists_verified,False,0.6305285692214966,24.24091148376465,0.45729954766821035,0.4301508963108063,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/0fa0b4fe40111ce7e6a2be5778948070.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0fa0b4fe40111ce7e6a2be5778948070_uniform_c13_0005_s1300047.jpg,13,E7,"realistic runway background, military airbase, natural lighting, aviation photography",1300047,True,already_exists_verified,False,1.2944979667663574,16.55609893798828,0.8109355683844658,0.11446216702461243,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/10946ac1f135dd1271d2080dc75410fa.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/10946ac1f135dd1271d2080dc75410fa_uniform_c13_0006_s1300048.jpg,13,E7,"cloudy sky background, realistic atmosphere, aviation photography",1300048,True,already_exists_verified,False,0.2213212549686432,10.36465072631836,0.8713548794347414,0.0624772310256958,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/112a93ecfe72d7c847f63cfda01c979e.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/rejected/112a93ecfe72d7c847f63cfda01c979e_uniform_c13_0007_s1300049.jpg,13,E7,"clear blue sky, sunlight, realistic aircraft photography",1300049,False,verification_failed:background_unchanged,False,11.21153450012207,9.04730224609375,0.8608026874021797,0.3427221477031708,False,background_unchanged,0.08,10,1,0,False,True,True,True
/content/data/processed_pilot/base/images/train/113af19a4cccf4c12d8b7aa5d5df806d.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/rejected/113af19a4cccf4c12d8b7aa5d5df806d_uniform_c13_0008_s1300050.jpg,13,E7,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",1300050,False,verification_failed:background_unchanged,False,7.002017498016357,7.428657531738281,0.9159113536057086,0.07139042764902115,False,background_unchanged,0.08,10,1,0,False,True,True,True
/content/data/processed_pilot/base/images/train/1147ff5a41547c17ec39fe244595ead1.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1147ff5a41547c17ec39fe244595ead1_uniform_c13_0009_s1300051.jpg,13,E7,"realistic runway background, military airbase, natural lighting, aviation photography",1300051,True,already_exists_verified,False,0.21796052157878876,39.30305862426758,0.4595530366590335,0.5965536832809448,True,,0.08,10,2,2,True,True,True,True
/content/data/processed_pilot/base/images/train/1460beb77315c837123045d2241d2176.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1460beb77315c837123045d2241d2176_uniform_c13_0010_s1300052.jpg,13,E7,"cloudy sky background, realistic atmosphere, aviation photography",1300052,True,already_exists_verified,False,0.20727717876434326,36.596839904785156,0.529207702443386,0.361517071723938,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/166311e46b7871b753f56f30b8afc20d.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/166311e46b7871b753f56f30b8afc20d_uniform_c13_0011_s1300053.jpg,13,E7,"clear blue sky, sunlight, realistic aircraft photography",1300053,True,already_exists_verified,False,0.0760302022099495,11.876542091369629,0.8787827420033528,0.06669100373983383,True,,0.08,10,2,2,True,True,True,True
/content/data/processed_pilot/base/images/train/1b4e14d0629f8b45de82671dc7a867a8.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1b4e14d0629f8b45de82671dc7a867a8_uniform_c13_0012_s1300054.jpg,13,E7,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",1300054,True,already_exists_verified,False,0.4848482310771942,12.368282318115234,0.5446845747896705,0.007628083694726229,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/21623a68bfff203b8b99aaf420e99af5.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/21623a68bfff203b8b99aaf420e99af5_uniform_c13_0013_s1300055.jpg,13,E7,"realistic runway background, military airbase, natural lighting, aviation photography",1300055,True,already_exists_verified,False,1.261967420578003,11.108757972717285,0.8491158387202664,0.056730251759290695,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/243b331f851e2115fd94731227145f72.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/243b331f851e2115fd94731227145f72_uniform_c13_0014_s1300056.jpg,13,E7,"cloudy sky background, realistic atmosphere, aviation photography",1300056,True,already_exists_verified,False,0.7665989398956299,11.277130126953125,0.8970114692343951,0.1547890156507492,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/2b743eb725c1143c884bdd947b3b3677.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/2b743eb725c1143c884bdd947b3b3677_uniform_c13_0015_s1300057.jpg,13,E7,"clear blue sky, sunlight, realistic aircraft photography",1300057,True,already_exists_verified,False,0.1629858911037445,11.042465209960938,0.8541875646576791,0.029991384595632553,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/00ea3b9658576d41ec570bd558e81fe4.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/00ea3b9658576d41ec570bd558e81fe4_uniform_c13_0016_s1300058.jpg,13,E7,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",1300058,True,already_exists_verified,False,0.18786892294883728,16.685373306274414,0.698162229747288,0.14732855558395386,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/06dfca9d58c81975c587ae5240449e4e.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/06dfca9d58c81975c587ae5240449e4e_uniform_c13_0017_s1300059.jpg,13,E7,"realistic runway background, military airbase, natural lighting, aviation photography",1300059,True,already_exists_verified,False,0.10473638027906418,26.385995864868164,0.6730988381859748,0.2814185619354248,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/06e1a045924708851620c1366b0e813a.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/06e1a045924708851620c1366b0e813a_uniform_c13_0018_s1300060.jpg,13,E7,"cloudy sky background, realistic atmosphere, aviation photography",1300060,True,already_exists_verified,False,0.2908377945423126,48.234466552734375,0.3740440387583924,0.5493828654289246,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/0e0e72c6072ca0eaeb8ea6e95af0c63c.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/rejected/0e0e72c6072ca0eaeb8ea6e95af0c63c_uniform_c13_0019_s1300061.jpg,13,E7,"clear blue sky, sunlight, realistic aircraft photography",1300061,False,verification_failed:background_unchanged,False,7.619194030761719,5.0444722175598145,0.9814807809623104,0.030400265008211136,False,background_unchanged,0.08,10,1,0,False,True,True,True
/content/data/processed_pilot/base/images/train/0f7ebf920a66f19a58b55f62a1c3f988.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0f7ebf920a66f19a58b55f62a1c3f988_uniform_c13_0020_s1300062.jpg,13,E7,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",1300062,True,already_exists_verified,False,0.629893958568573,30.088516235351562,0.38474401946746606,0.44080352783203125,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/0fa0b4fe40111ce7e6a2be5778948070.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0fa0b4fe40111ce7e6a2be5778948070_uniform_c13_0021_s1300063.jpg,13,E7,"realistic runway background, military airbase, natural lighting, aviation photography",1300063,True,already_exists_verified,False,1.2945080995559692,13.778239250183105,0.8102084850497607,0.11725930869579315,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/10946ac1f135dd1271d2080dc75410fa.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/rejected/10946ac1f135dd1271d2080dc75410fa_uniform_c13_0022_s1300064.jpg,13,E7,"cloudy sky background, realistic atmosphere, aviation photography",1300064,False,verification_failed:background_unchanged,False,3.9307174682617188,7.353949546813965,0.8851794958914763,0.04274209588766098,False,background_unchanged,0.08,10,1,0,False,True,True,True
/content/data/processed_pilot/base/images/train/112a93ecfe72d7c847f63cfda01c979e.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/rejected/112a93ecfe72d7c847f63cfda01c979e_uniform_c13_0023_s1300065.jpg,13,E7,"clear blue sky, sunlight, realistic aircraft photography",1300065,False,verification_failed:background_unchanged,False,12.4019775390625,7.643242835998535,0.8979046740233357,0.1725250631570816,False,background_unchanged,0.08,10,1,0,False,True,True,True
