plan,image,class_id,class_name,prompt,clip_score,lpips
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/0db493c6bc6f8d71de9c994760c7bfdf_selective_c15_0012_s1500054.jpg,15,F117,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.36328619718551636
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/0ed39399589fdcc0b862b167e27ad0a1_selective_c15_0013_s1500055.jpg,15,F117,"realistic runway background, military airbase, natural lighting, aviation photography",,0.6147400140762329
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/11a750e7654f548964bb592c3ce49f15_selective_c15_0014_s1500056.jpg,15,F117,"cloudy sky background, realistic atmosphere, aviation photography",,0.28587743639945984
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/131c595156acce09b0fafe191395f649_selective_c15_0016_s1500058.jpg,15,F117,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.10049845278263092
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/1894eea5d506832c92e89df379ddc32a_selective_c15_0018_s1500060.jpg,15,F117,"cloudy sky background, realistic atmosphere, aviation photography",,0.17407052218914032
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/1b651671a5ee1adf39555baff7cde157_selective_c15_0019_s1500061.jpg,15,F117,"clear blue sky, sunlight, realistic aircraft photography",,0.21648751199245453
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/1c32e3094163151d9ce3f0f99554dfeb_selective_c15_0020_s1500062.jpg,15,F117,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.050221338868141174
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/1d7c0b844f5ff19a9a0ad61e2db08d41_selective_c15_0021_s1500063.jpg,15,F117,"realistic runway background, military airbase, natural lighting, aviation photography",,0.2536675035953522
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/2380daa4946a0e1f7485778d94dbb2e2_selective_c15_0022_s1500064.jpg,15,F117,"cloudy sky background, realistic atmosphere, aviation photography",,0.328045517206192
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/23e24951b6fe5f7b0ee33c10ce88a36a_selective_c15_0023_s1500065.jpg,15,F117,"clear blue sky, sunlight, realistic aircraft photography",,0.14427222311496735
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/000ec980b5b17156a55093b4bd6004ab_selective_c7_0000_s700042.jpg,7,Be200,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.433092325925827
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/005e486c03142ce64736bba86b347b96_selective_c7_0001_s700043.jpg,7,Be200,"realistic runway background, military airbase, natural lighting, aviation photography",,0.5721099972724915
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/02c055a99b4b1054aa46eb299945e6ac_selective_c7_0002_s700044.jpg,7,Be200,"cloudy sky background, realistic atmosphere, aviation photography",,0.14325812458992004
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/03d5a31cb343f84b6745566c5671075c_selective_c7_0003_s700045.jpg,7,Be200,"clear blue sky, sunlight, realistic aircraft photography",,0.1987292766571045
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/0431ca5a6a5479e5d2eb6a8c3e42ec6c_selective_c7_0004_s700046.jpg,7,Be200,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.6441246271133423
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/0497bafdc79a76f855aa0687526c0265_selective_c7_0005_s700047.jpg,7,Be200,"realistic runway background, military airbase, natural lighting, aviation photography",,0.17515705525875092
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/058c36a1f3c52872ae56cbf9efba3cd7_selective_c7_0006_s700048.jpg,7,Be200,"cloudy sky background, realistic atmosphere, aviation photography",,0.5407698750495911
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/08393207d7a27fa1f1a8ea16025a2e8c_selective_c7_0008_s700050.jpg,7,Be200,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.1326259821653366
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/089a55b1e605caa0c46b956a3e63e1c5_selective_c7_0009_s700051.jpg,7,Be200,"realistic runway background, military airbase, natural lighting, aviation photography",,0.10568609833717346
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/0978551bc6903340433012137d7d259a_selective_c7_0010_s700052.jpg,7,Be200,"cloudy sky background, realistic atmosphere, aviation photography",,0.2634565234184265
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/09ad162eee432447855e16597924bacc_selective_c7_0012_s700054.jpg,7,Be200,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.44448357820510864
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/0ac42f60fe5f4fe584480b1b0afb2022_selective_c7_0013_s700055.jpg,7,Be200,"realistic runway background, military airbase, natural lighting, aviation photography",,0.4430847764015198
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/0add4b38f54f0cb7595483a8670a8fd7_selective_c7_0014_s700056.jpg,7,Be200,"cloudy sky background, realistic atmosphere, aviation photography",,0.03924422711133957
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/0e2bf9652a6bb839f66d4d0d55a54560_selective_c7_0016_s700058.jpg,7,Be200,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.0874040499329567
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/0ee83af7501881d8ceec16164d1bfd45_selective_c7_0017_s700059.jpg,7,Be200,"realistic runway background, military airbase, natural lighting, aviation photography",,0.05032870173454285
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/0ffc781c553619a8a5c49f596b4cc1ee_selective_c7_0018_s700060.jpg,7,Be200,"cloudy sky background, realistic atmosphere, aviation photography",,0.35229846835136414
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/13205f31e0fb785afac4f208dddf9a51_selective_c7_0019_s700061.jpg,7,Be200,"clear blue sky, sunlight, realistic aircraft photography",,0.08739515393972397
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/069ca92d094c40a06ae406970e23e115_selective_c2_0002_s200044.jpg,2,AG600,"cloudy sky background, realistic atmosphere, aviation photography",,0.5308215022087097
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/0a13a49b1de78259ec8b646e9cb748d8_selective_c2_0003_s200045.jpg,2,AG600,"clear blue sky, sunlight, realistic aircraft photography",,0.028071079403162003
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/0a43582113c2f8f9a9f45fac4dc9c9e9_selective_c2_0004_s200046.jpg,2,AG600,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.1214371994137764
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/0c84eefb0eded91310a0b2e4f4bac511_selective_c2_0006_s200048.jpg,2,AG600,"cloudy sky background, realistic atmosphere, aviation photography",,0.010403124615550041
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/0cb13849bf51b225d1a4340a037f80b5_selective_c2_0007_s200049.jpg,2,AG600,"clear blue sky, sunlight, realistic aircraft photography",,0.17798787355422974
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/0e39fea4972bc2b5eb93c9b21ff1d272_selective_c2_0008_s200050.jpg,2,AG600,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.18151117861270905
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/00ea3b9658576d41ec570bd558e81fe4_selective_c13_0000_s1300042.jpg,13,E7,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.13310673832893372
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/06dfca9d58c81975c587ae5240449e4e_selective_c13_0001_s1300043.jpg,13,E7,"realistic runway background, military airbase, natural lighting, aviation photography",,0.30714988708496094
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/06e1a045924708851620c1366b0e813a_selective_c13_0002_s1300044.jpg,13,E7,"cloudy sky background, realistic atmosphere, aviation photography",,0.5994424819946289
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/0f7ebf920a66f19a58b55f62a1c3f988_selective_c13_0004_s1300046.jpg,13,E7,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.4301508963108063
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/0fa0b4fe40111ce7e6a2be5778948070_selective_c13_0005_s1300047.jpg,13,E7,"realistic runway background, military airbase, natural lighting, aviation photography",,0.11446216702461243
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/10946ac1f135dd1271d2080dc75410fa_selective_c13_0006_s1300048.jpg,13,E7,"cloudy sky background, realistic atmosphere, aviation photography",,0.0624772310256958
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/1147ff5a41547c17ec39fe244595ead1_selective_c13_0009_s1300051.jpg,13,E7,"realistic runway background, military airbase, natural lighting, aviation photography",,0.5965536832809448
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/1460beb77315c837123045d2241d2176_selective_c13_0010_s1300052.jpg,13,E7,"cloudy sky background, realistic atmosphere, aviation photography",,0.361517071723938
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/166311e46b7871b753f56f30b8afc20d_selective_c13_0011_s1300053.jpg,13,E7,"clear blue sky, sunlight, realistic aircraft photography",,0.06669100373983383
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/1b4e14d0629f8b45de82671dc7a867a8_selective_c13_0012_s1300054.jpg,13,E7,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.007628083694726229
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/21623a68bfff203b8b99aaf420e99af5_selective_c13_0013_s1300055.jpg,13,E7,"realistic runway background, military airbase, natural lighting, aviation photography",,0.056730251759290695
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/243b331f851e2115fd94731227145f72_selective_c13_0014_s1300056.jpg,13,E7,"cloudy sky background, realistic atmosphere, aviation photography",,0.1547890156507492
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/2b743eb725c1143c884bdd947b3b3677_selective_c13_0015_s1300057.jpg,13,E7,"clear blue sky, sunlight, realistic aircraft photography",,0.029991384595632553
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/00ea3b9658576d41ec570bd558e81fe4_selective_c13_0016_s1300058.jpg,13,E7,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.14732855558395386
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/06dfca9d58c81975c587ae5240449e4e_selective_c13_0017_s1300059.jpg,13,E7,"realistic runway background, military airbase, natural lighting, aviation photography",,0.2814185619354248
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/06e1a045924708851620c1366b0e813a_selective_c13_0018_s1300060.jpg,13,E7,"cloudy sky background, realistic atmosphere, aviation photography",,0.5493828654289246
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/0f7ebf920a66f19a58b55f62a1c3f988_selective_c13_0020_s1300062.jpg,13,E7,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.44080352783203125
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/0fa0b4fe40111ce7e6a2be5778948070_selective_c13_0021_s1300063.jpg,13,E7,"realistic runway background, military airbase, natural lighting, aviation photography",,0.11725930869579315
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/1147ff5a41547c17ec39fe244595ead1_selective_c13_0025_s1300067.jpg,13,E7,"realistic runway background, military airbase, natural lighting, aviation photography",,0.5686569809913635
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/1460beb77315c837123045d2241d2176_selective_c13_0026_s1300068.jpg,13,E7,"cloudy sky background, realistic atmosphere, aviation photography",,0.3722938001155853
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/166311e46b7871b753f56f30b8afc20d_selective_c13_0027_s1300069.jpg,13,E7,"clear blue sky, sunlight, realistic aircraft photography",,0.04576346278190613
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/1b4e14d0629f8b45de82671dc7a867a8_selective_c13_0028_s1300070.jpg,13,E7,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.005913267843425274
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/21623a68bfff203b8b99aaf420e99af5_selective_c13_0029_s1300071.jpg,13,E7,"realistic runway background, military airbase, natural lighting, aviation photography",,0.05338873714208603
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/243b331f851e2115fd94731227145f72_selective_c13_0030_s1300072.jpg,13,E7,"cloudy sky background, realistic atmosphere, aviation photography",,0.17986123263835907
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/00ea3b9658576d41ec570bd558e81fe4_selective_c13_0032_s1300074.jpg,13,E7,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.19288316369056702
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/06dfca9d58c81975c587ae5240449e4e_selective_c13_0033_s1300075.jpg,13,E7,"realistic runway background, military airbase, natural lighting, aviation photography",,0.3159138560295105
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/06e1a045924708851620c1366b0e813a_selective_c13_0034_s1300076.jpg,13,E7,"cloudy sky background, realistic atmosphere, aviation photography",,0.5849689841270447
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/0f7ebf920a66f19a58b55f62a1c3f988_selective_c13_0036_s1300078.jpg,13,E7,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.4816999137401581
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/0fa0b4fe40111ce7e6a2be5778948070_selective_c13_0037_s1300079.jpg,13,E7,"realistic runway background, military airbase, natural lighting, aviation photography",,0.12049548327922821
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/112a93ecfe72d7c847f63cfda01c979e_selective_c13_0039_s1300081.jpg,13,E7,"clear blue sky, sunlight, realistic aircraft photography",,0.2201332151889801
